song_id,spotify_title,spotify_artist,emotion,score
47,Guess featuring billie eilish,Charli xcx,disgust,0.015039772727272726
47,Guess featuring billie eilish,Charli xcx,anger,0.008511363636363636
47,Guess featuring billie eilish,Charli xcx,fear,0.0009744318181818183
55,Sailor Song,Gigi Perez,trust,0.0171656050955414
55,Sailor Song,Gigi Perez,joy,0.03129936305732484
55,Sailor Song,Gigi Perez,anger,0.016624203821656053
55,Sailor Song,Gigi Perez,anticipation,0.02073885350318471
55,Sailor Song,Gigi Perez,surprise,0.004452229299363057
55,Sailor Song,Gigi Perez,fear,0.014732484076433119
55,Sailor Song,Gigi Perez,sadness,0.012312101910828026
55,Sailor Song,Gigi Perez,disgust,0.01719108280254777
48,Juno,Sabrina Carpenter,anger,0.004483870967741935
48,Juno,Sabrina Carpenter,trust,0.026258064516129033
48,Juno,Sabrina Carpenter,joy,0.03849853372434017
48,Juno,Sabrina Carpenter,anticipation,0.009736070381231669
48,Juno,Sabrina Carpenter,fear,0.000870967741935484
48,Juno,Sabrina Carpenter,sadness,0.009334310850439884
49,Please Please Please,Sabrina Carpenter,anticipation,0.004973782771535581
49,Please Please Please,Sabrina Carpenter,joy,0.017438202247191014
49,Please Please Please,Sabrina Carpenter,surprise,0.0032209737827715353
49,Please Please Please,Sabrina Carpenter,trust,0.011584269662921347
49,Please Please Please,Sabrina Carpenter,sadness,0.020677902621722845
49,Please Please Please,Sabrina Carpenter,anger,0.003101123595505618
49,Please Please Please,Sabrina Carpenter,disgust,0.002602996254681648
49,Please Please Please,Sabrina Carpenter,fear,0.0018127340823970036
50,Busy Woman,Sabrina Carpenter,anger,0.0034263322884012536
50,Busy Woman,Sabrina Carpenter,disgust,0.002426332288401254
50,Busy Woman,Sabrina Carpenter,fear,0.003971786833855799
50,Busy Woman,Sabrina Carpenter,sadness,0.002642633228840126
50,Busy Woman,Sabrina Carpenter,trust,0.024075235109717867
50,Busy Woman,Sabrina Carpenter,joy,0.03350470219435736
50,Busy Woman,Sabrina Carpenter,anticipation,0.007420062695924765
51,Die With A Smile,Lady Gaga,joy,0.022893835616438356
51,Die With A Smile,Lady Gaga,sadness,0.013506849315068495
51,Die With A Smile,Lady Gaga,trust,0.021027397260273976
51,Die With A Smile,Lady Gaga,anticipation,0.009739726027397262
51,Die With A Smile,Lady Gaga,fear,0.013558219178082191
51,Die With A Smile,Lady Gaga,surprise,0.003664383561643836
51,Die With A Smile,Lady Gaga,anger,0.005647260273972603
51,Die With A Smile,Lady Gaga,disgust,0.0015
52,Tonight,PinkPantheress,trust,0.030763705103969755
52,Tonight,PinkPantheress,anticipation,0.03202268431001891
52,Tonight,PinkPantheress,surprise,0.0039243856332703215
52,Tonight,PinkPantheress,joy,0.026892249527410206
52,Tonight,PinkPantheress,sadness,0.003928166351606806
52,Tonight,PinkPantheress,fear,0.013746691871455576
52,Tonight,PinkPantheress,anger,0.004
53,Sienna,The Marías,anticipation,0.016651741293532342
53,Sienna,The Marías,joy,0.02370646766169154
53,Sienna,The Marías,sadness,0.004905472636815921
53,Sienna,The Marías,fear,0.004900497512437811
53,Sienna,The Marías,trust,0.0358955223880597
53,Sienna,The Marías,surprise,0.0016716417910447763
53,Sienna,The Marías,anger,0.006845771144278606
53,Sienna,The Marías,disgust,0.002407960199004975
57,Apocalypse,Cigarettes After Sex,sadness,0.015381578947368421
57,Apocalypse,Cigarettes After Sex,disgust,0.0012017543859649123
57,Apocalypse,Cigarettes After Sex,joy,0.033530701754385966
57,Apocalypse,Cigarettes After Sex,fear,0.020328947368421054
57,Apocalypse,Cigarettes After Sex,anger,0.00243859649122807
57,Apocalypse,Cigarettes After Sex,surprise,0.004451754385964912
57,Apocalypse,Cigarettes After Sex,anticipation,0.0052763157894736845
57,Apocalypse,Cigarettes After Sex,trust,0.0032982456140350875
59,the perfect pair,beabadoobee,fear,0.010810256410256411
59,the perfect pair,beabadoobee,surprise,0.008810256410256411
59,the perfect pair,beabadoobee,trust,0.012097435897435895
59,the perfect pair,beabadoobee,anger,0.008697435897435898
59,the perfect pair,beabadoobee,joy,0.007210256410256411
59,the perfect pair,beabadoobee,sadness,0.009851282051282051
59,the perfect pair,beabadoobee,disgust,0.0035641025641025637
60,ARE WE STILL FRIENDS?,"Tyler, The Creator",joy,0.07065
60,ARE WE STILL FRIENDS?,"Tyler, The Creator",anticipation,0.00936923076923077
60,ARE WE STILL FRIENDS?,"Tyler, The Creator",fear,0.00625
60,ARE WE STILL FRIENDS?,"Tyler, The Creator",sadness,0.014496153846153846
60,ARE WE STILL FRIENDS?,"Tyler, The Creator",trust,0.007507692307692307
60,ARE WE STILL FRIENDS?,"Tyler, The Creator",anger,0.005161538461538462
60,ARE WE STILL FRIENDS?,"Tyler, The Creator",disgust,0.005888461538461539
61,Sextape,Deftones,joy,0.03048251748251748
61,Sextape,Deftones,anticipation,0.014531468531468533
61,Sextape,Deftones,fear,0.002629370629370629
62,Linger,The Cranberries,trust,0.003931506849315069
62,Linger,The Cranberries,joy,0.0011232876712328767
62,Linger,The Cranberries,anticipation,0.015315068493150683
62,Linger,The Cranberries,disgust,0.007839041095890412
62,Linger,The Cranberries,anger,0.001191780821917808
62,Linger,The Cranberries,sadness,0.0020034246575342464
72,My Kink Is Karma,Chappell Roan,fear,0.020371501272264635
72,My Kink Is Karma,Chappell Roan,sadness,0.023903307888040716
72,My Kink Is Karma,Chappell Roan,joy,0.02574554707379135
72,My Kink Is Karma,Chappell Roan,anger,0.03813486005089059
72,My Kink Is Karma,Chappell Roan,disgust,0.020854961832061068
72,My Kink Is Karma,Chappell Roan,trust,0.020122137404580152
72,My Kink Is Karma,Chappell Roan,anticipation,0.024127226463104327
72,My Kink Is Karma,Chappell Roan,surprise,0.0043129770992366406
56,Heavy,The Marías,trust,0.013621004566210047
56,Heavy,The Marías,sadness,0.02541552511415525
56,Heavy,The Marías,joy,0.009127853881278538
56,Heavy,The Marías,anticipation,0.001178082191780822
56,Heavy,The Marías,disgust,0.001
56,Heavy,The Marías,fear,0.0004977168949771689
56,Heavy,The Marías,surprise,0.0005342465753424658
382,"not a lot, just forever",Adrianne Lenker,joy,0.03675598086124402
382,"not a lot, just forever",Adrianne Lenker,surprise,0.002430622009569378
